author,preview,title
디지털데일리,[디지털데일리 홍하나기자] 개인정보 유출 및 사이버테러에 대한 공공기관의 유출 피해보상이 미흡하다는 지적이 나왔다. 8일 김경진 …,"
								 [국감2018] “7년간 공공기관 개인정보 유출 200만 건""
								"
아이뉴스24,<아이뉴스24> [아이뉴스24 김국배 기자] 심재철 자유한국당 의원의 청와대·정부 예산자료 유출 논란이 이어지고 있는 가운데 정 …,"
								 예산정보 유출 논란…보안관리 '도마위'
								"
한국경제,내년 1분기 메인넷 출시 [ 오세성 기자 ] 카카오의 블록체인 자회사 그라운드X(대표 한재선)가 자체 개발한 글로벌 퍼블릭 블록 …,"
								 그라운드X, 블록체인 플랫폼 ‘클레이튼’ 공개
								"
아이뉴스24,"<아이뉴스24> [아이뉴스24 성지은 기자] ""미국 기업용 문서보안(EDRM) 시장에서 성과를 내고 2020년까지 랩소디 등 주 …","
								 파수닷컴 美 공략 자신 … ""2020년, 데이터 보안 안착""
								"
한국경제,코인마켓캡 일거래량 기준 [ 오세성 기자 ] 국내 최초 이더리움 기반 사이드체인 탈중앙화 거래소 올비트가 가상화폐(암호화폐) 통 …,"
								 올비트, 탈중앙화 가상화폐 거래소 글로벌 1위 기록
								"
한국경제,"한국, 브라질, 콜롬비아, 홍콩, 인도네시아, 스위스, 싱가폴, 영국 1차 출하 [ 오세성 기자 ] 블록체인 기반 POS 솔루션 …","
								 펀디엑스, 블록체인 기반 결제 단말기 XPOS 전세계 출하 개시
								"
한국경제,"""블록체인은 글로벌 비즈니스, 규제로 막으면 한국만 손실"" [ 오세성 기자 ] 블록체인 산업이 2026년까지 최대 170만개의  …","
								 [블록체인 프론티어 코리아] 170만 일자리 창출할 블록체인 산업, 정부 방치에 고사 위기
								"
한국경제,"블록체인 프론티어 코리아 중기부, 업계 반발에도 가상화폐 거래소 '벤처업종 제외' 과기부 진흥책과 엇박자…1년여 흘러도 '분리대 …","
								 블록체인·가상화폐 분리 '베니스의 상인' 요구하는 정부
